platform,post_id,posted_at,weekday,caption,hashtags,media_type,followers,views,likes,comments,shares,saves,engagement,engagement_rate,popularity_label
instagram,post_203,14-12-2024 17:00,4,catchy post about coding 🔥,#photography #design #coding #ai,image,8415,2248,145,14,9,4,172,0.020439691,low
linkedin,post_204,08-02-2024 16:00,5,viral post about music 💪,#fashion #travel,image,5157,6749,357,81,18,13,469,0.090944347,high
tiktok,post_205,02-08-2024 19:00,3,trending post about travel 🚀,#food #design #photography,image,10467,14527,688,131,80,59,958,0.091525748,high
instagram,post_206,26-11-2024 04:00,1,viral post about fitness 🎵,#coding #music #ai,image,7531,10946,589,159,74,15,837,0.111140619,high
instagram,post_207,19-04-2024 00:00,2,deep post about coding ✨,#startup #coding #photography #design,carousel,13100,16510,239,380,97,100,816,0.062290076,medium
tiktok,post_208,04-03-2024 19:00,6,fresh post about music 💪,#photography #fitness #design,image,4875,6516,277,21,23,11,332,0.068102564,high
instagram,post_209,09-01-2025 17:00,5,amazing post about food ✨,#photography #coding #fashion #fitness,image,2893,3568,127,25,15,4,171,0.059108192188040094,medium
instagram,post_210,19-06-2024 10:00,4,viral post about fashion 📸,#fashion #fitness,video,4088,5883,264,57,32,9,362,0.088551859,high
twitter,post_211,01-01-2025 06:00,2,fresh post about travel 💪,#fashion #photography,text,34391,43889,1362,604,687,89,2742,0.079730162,high
tiktok,post_212,03-12-2024 20:00,4,catchy post about coding 💻,#photography #startup #fitness #ai,image,21177,15245,324,163,126,12,625,0.029513151060112385,low
tiktok,post_213,13-09-2024 16:00,0,insightful post about food 🎵,#ai #food #photography #coding,image,27365,14194,339,33,88,51,511,0.018673488032157865,low
instagram,post_214,19-01-2024 23:00,5,fresh post about design 🍔,#ai #fitness,video,29323,26305,1773,170,139,71,2153,0.073423592,high
tiktok,post_215,22-12-2024 01:00,5,fun post about fashion 💡,#food #music,text,5183,4829,285,58,25,14,382,0.073702489,high
instagram,post_216,29-03-2024 00:00,4,bold post about music 🔥,#photography #fitness #music #ai,carousel,10992,9712,207,200,41,56,504,0.045851528,medium
instagram,post_217,23-06-2024 03:00,0,bold post about music 🎵,#startup,video,8841,9501,359,98,47,16,520,0.058816876,medium
tiktok,post_218,05-05-2024 12:00,3,fresh post about coding 🎯,#photography #music,image,15770,16771,665,223,107,29,1024,0.064933418,medium
tiktok,post_219,01-11-2024 02:00,1,trending post about coding 📸,#fitness #photography,video,6168,1088,52,9,3,1,65,0.010538261997405967,low
tiktok,post_220,05-04-2024 05:00,6,fun post about startup 💪,#startup #coding #fitness #photography,image,8992,4172,102,50,24,13,189,0.021018683274021354,low
tiktok,post_221,23-02-2024 21:00,0,insightful post about music 🎵,#photography #food #fitness #fashion,video,8810,11808,507,176,56,40,779,0.088422247,high
twitter,post_222,23-03-2024 09:00,2,fresh post about design 💻,#coding #design #ai #photography,video,13897,12584,529,134,231,32,926,0.066633086,high
instagram,post_223,18-10-2024 17:00,4,viral post about coding 🍔,#travel,text,15710,8269,398,60,46,30,534,0.033991088478676004,medium
twitter,post_224,30-10-2024 04:00,5,amazing post about ai 🔥,#photography #fashion #ai #fitness,image,8998,11545,510,100,180,50,840,0.093354079,high
instagram,post_225,27-03-2024 05:00,2,amazing post about startup 🍔,#fitness,image,9272,3811,127,27,12,14,180,0.019413287316652286,low
instagram,post_226,11-01-2024 23:00,5,amazing post about fashion ✨,#fitness #travel #design #ai,video,10256,6598,337,21,52,10,420,0.040951638,medium
linkedin,post_227,21-07-2024 02:00,0,fresh post about fashion 📸,#ai #photography #startup #coding,video,42147,18990,1004,239,114,0,1357,0.032196835,low
twitter,post_228,02-07-2024 07:00,5,trending post about startup 🎯,#photography,carousel,1536,2017,81,44,35,13,173,0.11263020833333333,high
linkedin,post_229,27-06-2024 10:00,6,amazing post about photography 📸,#startup #food #photography,image,3172,3508,106,52,16,8,182,0.057377049,medium
tiktok,post_230,04-10-2024 06:00,5,deep post about music 🍔,#music #fashion,image,15993,11472,636,161,57,24,878,0.054899018320515226,medium
tiktok,post_231,26-07-2024 14:00,6,insightful post about travel 🎯,#music #food #fitness #travel,video,10712,15016,600,156,33,26,815,0.076082898,high
twitter,post_232,18-05-2024 16:00,5,catchy post about coding 📸,#food #coding #startup,image,10638,14837,496,187,277,49,1009,0.094848656,high
twitter,post_233,02-01-2025 08:00,5,insightful post about fashion 📸,#startup,carousel,15895,17193,1008,253,270,76,1607,0.10110097514941806,high
twitter,post_234,27-08-2024 16:00,6,fresh post about fitness 💡,#music #fitness #fashion #food,video,10136,13616,830,118,254,48,1250,0.12332280978689819,high
instagram,post_235,30-09-2024 01:00,6,catchy post about startup 🔥,#photography,carousel,4731,5171,241,99,22,39,401,0.084760093,high
tiktok,post_236,16-07-2024 04:00,2,catchy post about startup ✈️,#food,video,15296,14698,987,110,87,31,1215,0.079432531,high
instagram,post_237,11-09-2024 16:00,4,bold post about travel 🔥,#travel,carousel,8374,5527,239,135,38,34,446,0.053260090757105326,medium
instagram,post_238,15-02-2024 23:00,1,quick post about ai 💡,#startup #photography #design,image,5279,2357,54,9,13,1,77,0.014586095851487024,low
tiktok,post_239,21-11-2024 20:00,2,insightful post about design 🍔,#food,carousel,16261,2233,52,43,9,15,119,0.007318123,low
instagram,post_240,19-12-2024 07:00,3,quick post about travel ✈️,#fashion #travel,image,15637,18940,816,253,76,61,1206,0.077124768,high
linkedin,post_241,25-05-2024 06:00,4,deep post about startup 💻,#music #fashion #ai #coding,video,10144,2304,148,39,9,6,202,0.019913249211356468,low
linkedin,post_242,18-11-2024 22:00,4,viral post about food 🎯,#photography #music #ai #design,image,45221,29167,1372,404,301,22,2099,0.046416488,medium
linkedin,post_243,21-04-2024 09:00,6,bold post about fitness 🔥,#design #ai,video,30641,11956,563,147,44,4,758,0.024738096,low
twitter,post_244,24-12-2024 22:00,3,deep post about food 🍔,#fashion #fitness #food #coding,image,22167,15721,474,208,173,27,882,0.039788875,medium
instagram,post_245,20-03-2024 14:00,6,insightful post about fitness 📸,#fitness #food,image,105589,53504,2006,451,271,111,2839,0.026887270454308686,low
linkedin,post_246,27-08-2024 03:00,6,bold post about food ✨,#ai #food #music,text,7099,8895,331,111,44,26,512,0.072122834,high
twitter,post_247,21-05-2024 15:00,0,deep post about music 💡,#startup,image,5190,7620,456,99,109,13,677,0.1304431599229287,high
linkedin,post_248,04-03-2024 12:00,3,amazing post about coding 🔥,#food #travel #coding,carousel,19255,27250,925,706,102,192,1925,0.099974033,high
linkedin,post_249,09-06-2024 13:00,0,catchy post about fitness ✈️,#food #ai,text,6394,6089,222,84,27,19,352,0.055051611,medium
linkedin,post_250,06-06-2024 21:00,1,bold post about ai ✈️,#fashion,image,8300,12200,538,194,28,30,790,0.095180723,high
instagram,post_251,25-04-2024 16:00,0,insightful post about photography 💡,#design #food #fitness,video,3123,1970,129,22,16,5,172,0.055075248158821644,medium
twitter,post_252,05-08-2024 22:00,6,viral post about startup 🔥,#fashion,image,14963,12084,599,118,187,19,923,0.061685491,medium
linkedin,post_253,17-07-2024 01:00,1,deep post about food 🎯,#coding,image,1961,828,39,12,4,0,55,0.028046915,low
instagram,post_254,26-08-2024 23:00,1,fun post about fashion ✈️,#startup #fitness #coding,video,7458,10083,688,35,71,14,808,0.10834003754357736,high
instagram,post_255,30-08-2024 21:00,5,fun post about music 💻,#photography #startup #design #ai,text,8079,2509,97,24,26,2,149,0.018442876593637827,low
twitter,post_256,01-07-2024 11:00,5,insightful post about startup ✈️,#design #fitness,image,5339,4993,171,40,70,16,297,0.055628395,medium
linkedin,post_257,02-01-2024 00:00,3,deep post about music 💡,#photography #coding #fitness,video,1497,1810,130,22,10,5,167,0.11155644622578491,high
tiktok,post_258,04-12-2024 22:00,6,catchy post about ai 💡,#food #startup #ai,video,1487,1358,89,10,8,0,107,0.07195696,high
twitter,post_259,21-10-2024 18:00,1,trending post about fitness 💻,#fashion #food #coding #fitness,carousel,3942,647,29,11,10,3,53,0.013444951801116184,low
instagram,post_260,08-01-2025 23:00,6,trending post about ai ✨,#ai #fitness,image,13991,13103,740,119,89,2,950,0.067900793,high
tiktok,post_261,01-06-2024 06:00,0,bold post about photography 📸,#design #photography #startup,video,10917,12688,501,133,86,11,731,0.066959787,high
linkedin,post_262,15-02-2025 10:00,2,fresh post about food ✨,#fitness,video,8070,2601,158,33,10,7,208,0.025774473,low
instagram,post_263,18-12-2024 01:00,5,fun post about fitness 🚀,#photography #fashion,video,3445,3853,142,44,28,1,215,0.062409288824383166,medium
twitter,post_264,21-12-2024 06:00,4,amazing post about startup 💻,#photography #music #fitness #startup,text,11497,15221,695,185,224,9,1113,0.096807863,high
linkedin,post_265,11-10-2024 22:00,4,fun post about fitness 📸,#ai #food #fashion,carousel,1440,2131,59,57,11,10,137,0.095138889,high
tiktok,post_266,11-05-2024 21:00,0,bold post about startup 💻,#music,image,837,539,9,6,3,0,18,0.021505376344086023,low
tiktok,post_267,02-01-2025 02:00,5,catchy post about food 🔥,#fashion #photography,video,6454,558,19,4,1,0,24,0.003718624,low
tiktok,post_268,24-07-2024 05:00,2,fun post about fashion 🍔,#startup #music #travel,image,4793,3152,95,28,18,6,147,0.030669726684748592,low
twitter,post_269,27-05-2024 19:00,6,quick post about coding 🍔,#food #startup,image,22418,22582,1063,242,366,7,1678,0.074850567,high
instagram,post_270,06-12-2024 22:00,1,quick post about design 💻,#photography,video,9589,12873,464,112,15,22,613,0.063927417,medium
tiktok,post_271,15-10-2024 03:00,5,viral post about coding ✨,#ai,image,42323,59686,2246,389,465,119,3219,0.076057935,high
tiktok,post_272,02-12-2024 07:00,0,quick post about fashion 💡,#startup #music,video,4783,6547,294,55,22,18,389,0.081329709,high
linkedin,post_273,26-06-2024 09:00,6,quick post about fashion 📸,#music,text,13284,13337,641,265,73,39,1018,0.076633544,high
linkedin,post_274,07-10-2024 09:00,1,insightful post about music ✈️,#photography,image,6396,6649,294,84,53,4,435,0.068011257,high
twitter,post_275,14-09-2024 11:00,5,quick post about fashion 💡,#design #photography,text,32364,1730,71,13,28,1,113,0.003491534,low
twitter,post_276,30-09-2024 04:00,3,bold post about startup 🚀,#music #coding,video,6707,3872,231,32,66,2,331,0.049351424,medium
tiktok,post_277,22-02-2024 10:00,2,deep post about travel 📸,#ai #design #music #startup,video,19142,26127,1747,304,188,72,2311,0.12072928638595758,high
tiktok,post_278,25-01-2024 03:00,4,fresh post about fashion 🍔,#coding #travel #ai,carousel,2858,3000,92,63,12,19,186,0.065080476,medium
tiktok,post_279,26-10-2024 13:00,0,bold post about coding ✨,#startup #coding #ai #design,image,5449,3969,175,48,11,6,240,0.044044779,medium
tiktok,post_280,23-09-2024 12:00,4,deep post about coding 🍔,#startup #ai #travel #photography,video,7549,1518,71,26,8,1,106,0.014041595,low
linkedin,post_281,10-06-2024 01:00,6,viral post about travel 🍔,#fashion #coding #design #fitness,video,28764,11711,701,204,75,25,1005,0.034939508,medium
instagram,post_282,30-05-2024 07:00,1,insightful post about coding 💻,#photography #coding #music #travel,image,1000,854,19,10,6,2,37,0.037,medium
twitter,post_283,07-10-2024 03:00,1,fresh post about ai 🍔,#food #music #fitness,text,5910,7986,290,148,132,26,596,0.10084602368866329,high
instagram,post_284,13-08-2024 21:00,3,catchy post about food 🔥,#food #startup,carousel,5716,1079,50,23,4,4,81,0.014170749,low
twitter,post_285,09-01-2024 15:00,1,amazing post about startup 🚀,#fashion,image,1115,304,11,2,5,0,18,0.016143497757847534,low
instagram,post_286,02-08-2024 20:00,1,insightful post about food ✈️,#design,image,5194,5192,232,47,4,2,285,0.054871005005775894,medium
twitter,post_287,08-04-2024 19:00,6,fun post about coding 💡,#fitness #fashion,video,1835,874,50,11,15,1,77,0.041961852861035424,medium
twitter,post_288,09-10-2024 11:00,4,amazing post about fashion ✨,#music #fashion,image,887,262,13,1,3,0,17,0.019165727170236752,low
instagram,post_289,01-04-2024 23:00,4,trending post about music 💡,#startup #fashion,video,6333,1955,139,8,6,4,157,0.024790778462024318,low
twitter,post_290,29-01-2024 22:00,0,insightful post about photography ✈️,#food,image,6126,4682,194,35,93,4,326,0.053215801501795626,medium
instagram,post_291,25-01-2024 20:00,0,fresh post about fashion 🎵,#coding #fitness #fashion #food,video,6442,5774,317,71,29,12,429,0.066594225,high
instagram,post_292,02-12-2024 10:00,1,quick post about design 🔥,#photography #food #ai #startup,image,10534,14340,471,168,64,13,716,0.067970382,high
tiktok,post_293,29-11-2024 23:00,5,amazing post about startup 🚀,#music #fitness #ai #design,image,3463,2833,87,26,7,6,126,0.036384638,medium
twitter,post_294,09-01-2024 04:00,2,bold post about coding 💡,#travel #music #startup,video,48674,51221,1926,676,813,34,3449,0.070859186,high
instagram,post_295,06-12-2024 11:00,0,quick post about travel ✨,#food #design #startup #fitness,video,7937,2476,63,29,16,3,111,0.013985133,low
twitter,post_296,11-04-2024 06:00,1,fresh post about ai 🔥,#coding #startup #photography,text,29431,31918,1288,352,456,63,2159,0.073358024,high
tiktok,post_297,02-08-2024 18:00,5,deep post about fashion 📸,#food,carousel,1610,1594,41,31,1,9,82,0.050931677,medium
instagram,post_298,03-12-2024 22:00,5,quick post about fashion 🔥,#design #startup #ai,image,3617,1314,53,16,10,3,82,0.022670721592479955,low
tiktok,post_299,13-08-2024 23:00,4,viral post about startup ✨,#travel #food,image,16195,16528,659,202,73,0,934,0.057672121,medium
instagram,post_300,10-06-2024 01:00,5,fresh post about startup 💡,#design #ai,carousel,6560,2339,68,44,10,14,136,0.020731707317073172,low
instagram,post_301,13-11-2024 02:00,3,quick post about music 💻,#startup,text,2870,2613,36,32,12,3,83,0.028919861,low
twitter,post_302,05-03-2024 14:00,4,viral post about fashion ✈️,#coding #startup #design #music,carousel,1388,1415,44,25,18,9,96,0.069164265,high
twitter,post_303,10-09-2024 14:00,4,fun post about fashion 💡,#food,image,16968,17907,312,191,314,36,853,0.050271099,medium
tiktok,post_304,19-03-2024 00:00,3,fresh post about travel 📸,#photography #music,text,15646,21410,1114,239,138,66,1557,0.099514253,high
tiktok,post_305,06-09-2024 12:00,6,viral post about ai 🎵,#fitness #design #ai #fashion,image,10435,14863,632,133,88,26,879,0.084235745,high
linkedin,post_306,06-08-2024 23:00,6,quick post about fashion 📸,#startup #music,video,5034,6165,386,94,59,19,558,0.11084624553039332,high
twitter,post_307,09-05-2024 16:00,4,insightful post about photography 📸,#coding,text,2762,3657,181,43,49,7,280,0.10137581462708183,high
instagram,post_308,28-02-2024 16:00,0,catchy post about design 🍔,#music #fashion #coding #design,image,7784,607,21,4,4,0,29,0.003725591,low
tiktok,post_309,22-08-2024 18:00,4,quick post about coding 💪,#startup,text,2274,1309,50,13,0,1,64,0.028144239226033423,low
instagram,post_310,08-11-2024 15:00,3,insightful post about travel ✈️,#music #design,image,3921,421,17,7,2,0,26,0.006630961,low
twitter,post_311,24-04-2024 12:00,1,trending post about photography 📸,#fashion #food #music #photography,text,28702,10792,429,81,210,22,742,0.025851857,low
instagram,post_312,25-12-2024 16:00,1,trending post about ai ✈️,#design #photography,image,1373,828,24,10,2,2,38,0.027676620538965767,low
instagram,post_313,05-04-2024 02:00,1,fun post about travel 💡,#photography #coding #travel #startup,text,16055,20999,743,203,174,54,1174,0.073123637,high
linkedin,post_314,11-06-2024 09:00,6,viral post about music 📸,#ai #food #photography,image,36205,28675,760,531,64,76,1431,0.039524927496202185,medium
tiktok,post_315,13-02-2024 15:00,3,fresh post about music 🎵,#travel #startup #food,video,18429,18260,1421,142,167,22,1752,0.095067557,high
tiktok,post_316,23-05-2024 18:00,3,fresh post about food 📸,#startup #travel,video,12166,7008,431,70,28,20,549,0.045125760315633735,medium
twitter,post_317,22-05-2024 17:00,0,deep post about coding ✈️,#fitness,video,5197,4803,278,79,64,10,431,0.082932461,high
instagram,post_318,27-12-2024 11:00,3,viral post about travel 🔥,#fitness #startup #music,image,4347,5357,299,50,21,14,384,0.088336784,high
